elapsed_s,gpu_memory_mib,wsl_rss_kib,wsl_rss_source,wsl_swap_kib,minor_faults,major_faults,fault_processes,pcie_rx_mib_s,pcie_tx_mib_s
287.464,30333.0,76481208,WSL MemTotal-MemAvailable fallback,0,19261678,1673,4,,
288.497,30333.0,76483904,WSL MemTotal-MemAvailable fallback,0,19261678,1673,4,,
289.529,30333.0,76446872,WSL MemTotal-MemAvailable fallback,0,19261678,1673,4,,
290.561,30333.0,76418140,WSL MemTotal-MemAvailable fallback,0,19261678,1673,4,,
291.594,30333.0,76401244,WSL MemTotal-MemAvailable fallback,0,19261678,1673,4,,
292.625,30333.0,76379492,WSL MemTotal-MemAvailable fallback,0,19261678,1673,4,,
293.657,30333.0,76329972,WSL MemTotal-MemAvailable fallback,0,19261678,1673,4,,
294.69,30333.0,76327732,WSL MemTotal-MemAvailable fallback,0,19261678,1673,4,,
295.723,30335.0,76301000,WSL MemTotal-MemAvailable fallback,0,19261689,1673,4,,
296.759,30335.0,76298816,WSL MemTotal-MemAvailable fallback,0,19261690,1673,4,,
297.794,30335.0,76573488,WSL MemTotal-MemAvailable fallback,0,19382148,1673,19,,
298.833,30335.0,77235568,WSL MemTotal-MemAvailable fallback,0,19405558,1673,19,,
299.873,30335.0,77883184,WSL MemTotal-MemAvailable fallback,0,19418054,1673,18,,
300.907,30335.0,78543284,WSL MemTotal-MemAvailable fallback,0,19604661,1673,18,,
301.941,30335.0,79134748,WSL MemTotal-MemAvailable fallback,0,19797985,1673,18,,
302.976,30335.0,78749768,WSL MemTotal-MemAvailable fallback,0,19644627,1673,18,,
304.02,30335.0,79353572,WSL MemTotal-MemAvailable fallback,0,19698600,1673,18,,
305.065,30335.0,79818072,WSL MemTotal-MemAvailable fallback,0,19831243,1673,18,,
306.108,30335.0,79884912,WSL MemTotal-MemAvailable fallback,0,19874471,1673,18,,
307.155,30335.0,79047080,WSL MemTotal-MemAvailable fallback,0,19798553,1673,13,,
308.203,30335.0,78967020,WSL MemTotal-MemAvailable fallback,0,19805114,1673,13,,
309.249,30335.0,78858004,WSL MemTotal-MemAvailable fallback,0,19820279,1673,13,,
310.304,30335.0,78727616,WSL MemTotal-MemAvailable fallback,0,19832163,1673,13,,
